Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Summary,Reviews,Plays,Playing,Backlogs,Wishlist,Rank,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
rayman origins,2011-11-15,ubisoft montpellier ubisoft entertainment,3.8,547.0,547.0,adventure platform,bubble dreamer rayman his best friend globox and some teensy friends are chilling out at the bubble dreamers resting grounds the snoring tree. however their snoring disturbs an old granny from the land of the livid dead who retaliates by sending an evil army of horrendous creatures and the darktoons across the world capturing the electoons that inhabit the world imprisoning betilla the nymph and her sisters and plunging the glade into chaos. as a result the ensuing disaster causes the bubble dreamer to go crazy and have nightmares. although they are captured rayman and his friends are able to escape the darktoons. they are then tasked by the magician to gather enough electoons to cure the bubble dreamer and restore the glade of dreams. their efforts to locate the electoons allow them to gain access to the various lands of the glade rescuing the nymphs along the way.,"i wish more games went for an ""interactive animation"" look like this one does. it\s really hard though. floaty ""i dont particularly see what others see in this game and its sequel. i find the controls pretty loose and floaty. again like ive written in dozens of reviews already  thats a huge red flag and puts me off immediately. i just cant deal with it; especially in platformers. it makes them feel as thought theyre not responsive/accurate."" gameplay  10\n                     \n                     trilha sonora  9\n                     \n                     gráficos  9\n                     \n                     história/campanha  9 ""i got this in 2016 but didnt get to finish it until now. fun visuals the presentation reminds me of oggy and the cockroaches for some reason"" an outstanding sidescroller with a beautiful art style excellent level design and an insanely entertaining trophy/achievement list. as a rule of thumb this tends to be one of my least favorite genres but this one does more than enough to separate itself from the rest of the pack  thanks in part to the series\ bright personality. if i have one noticeable complaint it\s that rayman\s sprite has seldom felt more lifeless than it is here  i assume to account for the good amount of other unlockable characters which i guess is a relatively fair tradeoff in the end. but other than a couple minor quirks wall running can be janky and the bubble hitboxes are kind of fucked i fell in love with it immediately and never wanted to put it down. rare to find one of these with a satisfying challenge level like this has not too easy but not too difficult. and i just can\t get enough of that funny babbletalk i\ve been saying ""urrayhay!"" for like three days straight.",6200.0,85.0,1200.0,417.0,2018,PS3,2011.0,Platform,Ubisoft,0.33,0.51,0.01,0.18,1.03
rayman origins,2011-11-15,ubisoft montpellier ubisoft entertainment,3.8,547.0,547.0,adventure platform,bubble dreamer rayman his best friend globox and some teensy friends are chilling out at the bubble dreamers resting grounds the snoring tree. however their snoring disturbs an old granny from the land of the livid dead who retaliates by sending an evil army of horrendous creatures and the darktoons across the world capturing the electoons that inhabit the world imprisoning betilla the nymph and her sisters and plunging the glade into chaos. as a result the ensuing disaster causes the bubble dreamer to go crazy and have nightmares. although they are captured rayman and his friends are able to escape the darktoons. they are then tasked by the magician to gather enough electoons to cure the bubble dreamer and restore the glade of dreams. their efforts to locate the electoons allow them to gain access to the various lands of the glade rescuing the nymphs along the way.,"i wish more games went for an ""interactive animation"" look like this one does. it\s really hard though. floaty ""i dont particularly see what others see in this game and its sequel. i find the controls pretty loose and floaty. again like ive written in dozens of reviews already  thats a huge red flag and puts me off immediately. i just cant deal with it; especially in platformers. it makes them feel as thought theyre not responsive/accurate."" gameplay  10\n                     \n                     trilha sonora  9\n                     \n                     gráficos  9\n                     \n                     história/campanha  9 ""i got this in 2016 but didnt get to finish it until now. fun visuals the presentation reminds me of oggy and the cockroaches for some reason"" an outstanding sidescroller with a beautiful art style excellent level design and an insanely entertaining trophy/achievement list. as a rule of thumb this tends to be one of my least favorite genres but this one does more than enough to separate itself from the rest of the pack  thanks in part to the series\ bright personality. if i have one noticeable complaint it\s that rayman\s sprite has seldom felt more lifeless than it is here  i assume to account for the good amount of other unlockable characters which i guess is a relatively fair tradeoff in the end. but other than a couple minor quirks wall running can be janky and the bubble hitboxes are kind of fucked i fell in love with it immediately and never wanted to put it down. rare to find one of these with a satisfying challenge level like this has not too easy but not too difficult. and i just can\t get enough of that funny babbletalk i\ve been saying ""urrayhay!"" for like three days straight.",6200.0,85.0,1200.0,417.0,2601,X360,2011.0,Platform,Ubisoft,0.38,0.34,0.0,0.08,0.79
rayman origins,2011-11-15,ubisoft montpellier ubisoft entertainment,3.8,547.0,547.0,adventure platform,bubble dreamer rayman his best friend globox and some teensy friends are chilling out at the bubble dreamers resting grounds the snoring tree. however their snoring disturbs an old granny from the land of the livid dead who retaliates by sending an evil army of horrendous creatures and the darktoons across the world capturing the electoons that inhabit the world imprisoning betilla the nymph and her sisters and plunging the glade into chaos. as a result the ensuing disaster causes the bubble dreamer to go crazy and have nightmares. although they are captured rayman and his friends are able to escape the darktoons. they are then tasked by the magician to gather enough electoons to cure the bubble dreamer and restore the glade of dreams. their efforts to locate the electoons allow them to gain access to the various lands of the glade rescuing the nymphs along the way.,"i wish more games went for an ""interactive animation"" look like this one does. it\s really hard though. floaty ""i dont particularly see what others see in this game and its sequel. i find the controls pretty loose and floaty. again like ive written in dozens of reviews already  thats a huge red flag and puts me off immediately. i just cant deal with it; especially in platformers. it makes them feel as thought theyre not responsive/accurate."" gameplay  10\n                     \n                     trilha sonora  9\n                     \n                     gráficos  9\n                     \n                     história/campanha  9 ""i got this in 2016 but didnt get to finish it until now. fun visuals the presentation reminds me of oggy and the cockroaches for some reason"" an outstanding sidescroller with a beautiful art style excellent level design and an insanely entertaining trophy/achievement list. as a rule of thumb this tends to be one of my least favorite genres but this one does more than enough to separate itself from the rest of the pack  thanks in part to the series\ bright personality. if i have one noticeable complaint it\s that rayman\s sprite has seldom felt more lifeless than it is here  i assume to account for the good amount of other unlockable characters which i guess is a relatively fair tradeoff in the end. but other than a couple minor quirks wall running can be janky and the bubble hitboxes are kind of fucked i fell in love with it immediately and never wanted to put it down. rare to find one of these with a satisfying challenge level like this has not too easy but not too difficult. and i just can\t get enough of that funny babbletalk i\ve been saying ""urrayhay!"" for like three days straight.",6200.0,85.0,1200.0,417.0,3386,PSV,2012.0,Platform,Ubisoft,0.13,0.35,0.0,0.11,0.59
rayman origins,2011-11-15,ubisoft montpellier ubisoft entertainment,3.8,547.0,547.0,adventure platform,bubble dreamer rayman his best friend globox and some teensy friends are chilling out at the bubble dreamers resting grounds the snoring tree. however their snoring disturbs an old granny from the land of the livid dead who retaliates by sending an evil army of horrendous creatures and the darktoons across the world capturing the electoons that inhabit the world imprisoning betilla the nymph and her sisters and plunging the glade into chaos. as a result the ensuing disaster causes the bubble dreamer to go crazy and have nightmares. although they are captured rayman and his friends are able to escape the darktoons. they are then tasked by the magician to gather enough electoons to cure the bubble dreamer and restore the glade of dreams. their efforts to locate the electoons allow them to gain access to the various lands of the glade rescuing the nymphs along the way.,"i wish more games went for an ""interactive animation"" look like this one does. it\s really hard though. floaty ""i dont particularly see what others see in this game and its sequel. i find the controls pretty loose and floaty. again like ive written in dozens of reviews already  thats a huge red flag and puts me off immediately. i just cant deal with it; especially in platformers. it makes them feel as thought theyre not responsive/accurate."" gameplay  10\n                     \n                     trilha sonora  9\n                     \n                     gráficos  9\n                     \n                     história/campanha  9 ""i got this in 2016 but didnt get to finish it until now. fun visuals the presentation reminds me of oggy and the cockroaches for some reason"" an outstanding sidescroller with a beautiful art style excellent level design and an insanely entertaining trophy/achievement list. as a rule of thumb this tends to be one of my least favorite genres but this one does more than enough to separate itself from the rest of the pack  thanks in part to the series\ bright personality. if i have one noticeable complaint it\s that rayman\s sprite has seldom felt more lifeless than it is here  i assume to account for the good amount of other unlockable characters which i guess is a relatively fair tradeoff in the end. but other than a couple minor quirks wall running can be janky and the bubble hitboxes are kind of fucked i fell in love with it immediately and never wanted to put it down. rare to find one of these with a satisfying challenge level like this has not too easy but not too difficult. and i just can\t get enough of that funny babbletalk i\ve been saying ""urrayhay!"" for like three days straight.",6200.0,85.0,1200.0,417.0,3457,Wii,2011.0,Platform,Ubisoft,0.23,0.29,0.0,0.07,0.58
rayman origins,2011-11-15,ubisoft montpellier ubisoft entertainment,3.8,547.0,547.0,adventure platform,bubble dreamer rayman his best friend globox and some teensy friends are chilling out at the bubble dreamers resting grounds the snoring tree. however their snoring disturbs an old granny from the land of the livid dead who retaliates by sending an evil army of horrendous creatures and the darktoons across the world capturing the electoons that inhabit the world imprisoning betilla the nymph and her sisters and plunging the glade into chaos. as a result the ensuing disaster causes the bubble dreamer to go crazy and have nightmares. although they are captured rayman and his friends are able to escape the darktoons. they are then tasked by the magician to gather enough electoons to cure the bubble dreamer and restore the glade of dreams. their efforts to locate the electoons allow them to gain access to the various lands of the glade rescuing the nymphs along the way.,"i wish more games went for an ""interactive animation"" look like this one does. it\s really hard though. floaty ""i dont particularly see what others see in this game and its sequel. i find the controls pretty loose and floaty. again like ive written in dozens of reviews already  thats a huge red flag and puts me off immediately. i just cant deal with it; especially in platformers. it makes them feel as thought theyre not responsive/accurate."" gameplay  10\n                     \n                     trilha sonora  9\n                     \n                     gráficos  9\n                     \n                     história/campanha  9 ""i got this in 2016 but didnt get to finish it until now. fun visuals the presentation reminds me of oggy and the cockroaches for some reason"" an outstanding sidescroller with a beautiful art style excellent level design and an insanely entertaining trophy/achievement list. as a rule of thumb this tends to be one of my least favorite genres but this one does more than enough to separate itself from the rest of the pack  thanks in part to the series\ bright personality. if i have one noticeable complaint it\s that rayman\s sprite has seldom felt more lifeless than it is here  i assume to account for the good amount of other unlockable characters which i guess is a relatively fair tradeoff in the end. but other than a couple minor quirks wall running can be janky and the bubble hitboxes are kind of fucked i fell in love with it immediately and never wanted to put it down. rare to find one of these with a satisfying challenge level like this has not too easy but not too difficult. and i just can\t get enough of that funny babbletalk i\ve been saying ""urrayhay!"" for like three days straight.",6200.0,85.0,1200.0,417.0,8953,3DS,2012.0,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15
rayman origins,2011-11-15,ubisoft montpellier ubisoft entertainment,3.8,547.0,547.0,adventure platform,bubble dreamer rayman his best friend globox and some teensy friends are chilling out at the bubble dreamers resting grounds the snoring tree. however their snoring disturbs an old granny from the land of the livid dead who retaliates by sending an evil army of horrendous creatures and the darktoons across the world capturing the electoons that inhabit the world imprisoning betilla the nymph and her sisters and plunging the glade into chaos. as a result the ensuing disaster causes the bubble dreamer to go crazy and have nightmares. although they are captured rayman and his friends are able to escape the darktoons. they are then tasked by the magician to gather enough electoons to cure the bubble dreamer and restore the glade of dreams. their efforts to locate the electoons allow them to gain access to the various lands of the glade rescuing the nymphs along the way.,"i wish more games went for an ""interactive animation"" look like this one does. it\s really hard though. floaty ""i dont particularly see what others see in this game and its sequel. i find the controls pretty loose and floaty. again like ive written in dozens of reviews already  thats a huge red flag and puts me off immediately. i just cant deal with it; especially in platformers. it makes them feel as thought theyre not responsive/accurate."" gameplay  10\n                     \n                     trilha sonora  9\n                     \n                     gráficos  9\n                     \n                     história/campanha  9 ""i got this in 2016 but didnt get to finish it until now. fun visuals the presentation reminds me of oggy and the cockroaches for some reason"" an outstanding sidescroller with a beautiful art style excellent level design and an insanely entertaining trophy/achievement list. as a rule of thumb this tends to be one of my least favorite genres but this one does more than enough to separate itself from the rest of the pack  thanks in part to the series\ bright personality. if i have one noticeable complaint it\s that rayman\s sprite has seldom felt more lifeless than it is here  i assume to account for the good amount of other unlockable characters which i guess is a relatively fair tradeoff in the end. but other than a couple minor quirks wall running can be janky and the bubble hitboxes are kind of fucked i fell in love with it immediately and never wanted to put it down. rare to find one of these with a satisfying challenge level like this has not too easy but not too difficult. and i just can\t get enough of that funny babbletalk i\ve been saying ""urrayhay!"" for like three days straight.",6200.0,85.0,1200.0,417.0,11605,PC,2012.0,Platform,Ubisoft,0.0,0.06,0.0,0.01,0.08
max payne 3,2012-05-15,rockstar games rockstar vancouver,3.7,593.0,593.0,shooter,max payne 3 is a thirdperson shooter in which the player assumes the role of its titular character max payne. a new feature to the series introduced in max payne 3 is the cover system which allows players to gain a tactical advantage and avoid taking damage from enemies. to progress through the linear story players take on enemies throughout levels. the game features interactive cutscenes which transition seamlessly into continuing gameplay; there are no loading screens across gameplay and cutscenes.,"its funny how third person shooters have never surpassed this.  if you replay without the cut scene skip mod i feel bad for you. max they\re coming\n                     \n\n\n                      glitch effect\n                     \n                     max falls down drunk in hotel room\n                     \n                      glitch effect\n                     \n                     ""my hangover was repeating the mistakes of last night to me like an unskippable cutscene burned into my grey matter\n                     \n                      glitch effect excellent game like really brilliant storytelling and fun gameplay. with a multiplayer that was also really fun. long live the white mambas. karım beni travmatize etti ve yaşlandım the only aaa game with soul terminando a trilogia max payne da melhor maneira possível\n                     \n                     rockstar provavelmente finalizando a franquia com uma historia q eu achei bem mediana mas cumpre bem o seu papel\n                     \n                     a gameplay como era de se esperar tem enormes evoluções junto com seus gráficos maravilhosos e encantam até hj em dia\n                     \n                     e queria dizer o quão incrível foi a ambientação q eles fizeram do brasil as favelas são muito bem feitas pra algo de 2012 só faltou capricho na dublagens das falas br mas isso da pra passar pano\n                     \n                     esperamos um dia a franquia volte pra uma sequencia q encerre a jornada do max.",5600.0,43.0,1000.0,518.0,910,PS3,2012.0,Shooter,Take-Two Interactive,0.59,0.92,0.06,0.32,1.9
max payne 3,2012-05-15,rockstar games rockstar vancouver,3.7,593.0,593.0,shooter,max payne 3 is a thirdperson shooter in which the player assumes the role of its titular character max payne. a new feature to the series introduced in max payne 3 is the cover system which allows players to gain a tactical advantage and avoid taking damage from enemies. to progress through the linear story players take on enemies throughout levels. the game features interactive cutscenes which transition seamlessly into continuing gameplay; there are no loading screens across gameplay and cutscenes.,"its funny how third person shooters have never surpassed this.  if you replay without the cut scene skip mod i feel bad for you. max they\re coming\n                     \n\n\n                      glitch effect\n                     \n                     max falls down drunk in hotel room\n                     \n                      glitch effect\n                     \n                     ""my hangover was repeating the mistakes of last night to me like an unskippable cutscene burned into my grey matter\n                     \n                      glitch effect excellent game like really brilliant storytelling and fun gameplay. with a multiplayer that was also really fun. long live the white mambas. karım beni travmatize etti ve yaşlandım the only aaa game with soul terminando a trilogia max payne da melhor maneira possível\n                     \n                     rockstar provavelmente finalizando a franquia com uma historia q eu achei bem mediana mas cumpre bem o seu papel\n                     \n                     a gameplay como era de se esperar tem enormes evoluções junto com seus gráficos maravilhosos e encantam até hj em dia\n                     \n                     e queria dizer o quão incrível foi a ambientação q eles fizeram do brasil as favelas são muito bem feitas pra algo de 2012 só faltou capricho na dublagens das falas br mas isso da pra passar pano\n                     \n                     esperamos um dia a franquia volte pra uma sequencia q encerre a jornada do max.",5600.0,43.0,1000.0,518.0,1103,X360,2012.0,Shooter,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66
max payne 3,2012-05-15,rockstar games rockstar vancouver,3.7,593.0,593.0,shooter,max payne 3 is a thirdperson shooter in which the player assumes the role of its titular character max payne. a new feature to the series introduced in max payne 3 is the cover system which allows players to gain a tactical advantage and avoid taking damage from enemies. to progress through the linear story players take on enemies throughout levels. the game features interactive cutscenes which transition seamlessly into continuing gameplay; there are no loading screens across gameplay and cutscenes.,"its funny how third person shooters have never surpassed this.  if you replay without the cut scene skip mod i feel bad for you. max they\re coming\n                     \n\n\n                      glitch effect\n                     \n                     max falls down drunk in hotel room\n                     \n                      glitch effect\n                     \n                     ""my hangover was repeating the mistakes of last night to me like an unskippable cutscene burned into my grey matter\n                     \n                      glitch effect excellent game like really brilliant storytelling and fun gameplay. with a multiplayer that was also really fun. long live the white mambas. karım beni travmatize etti ve yaşlandım the only aaa game with soul terminando a trilogia max payne da melhor maneira possível\n                     \n                     rockstar provavelmente finalizando a franquia com uma historia q eu achei bem mediana mas cumpre bem o seu papel\n                     \n                     a gameplay como era de se esperar tem enormes evoluções junto com seus gráficos maravilhosos e encantam até hj em dia\n                     \n                     e queria dizer o quão incrível foi a ambientação q eles fizeram do brasil as favelas são muito bem feitas pra algo de 2012 só faltou capricho na dublagens das falas br mas isso da pra passar pano\n                     \n                     esperamos um dia a franquia volte pra uma sequencia q encerre a jornada do max.",5600.0,43.0,1000.0,518.0,4535,PC,2012.0,Shooter,Take-Two Interactive,0.15,0.22,0.0,0.06,0.43
kirby planet robobot,2016-04-28,hal laboratory nintendo,4.2,669.0,669.0,adventure platform,"""harness the power of a mysterious mech to stop ruthless invaders from mechanizing kirbys home world. smash through tough obstacles lift heavy objects with ease and scan enemies to shapeshift into new modes with powerful abilities in this supercharged actionplatformer!
             

              thats right—kirbys robobot armor can shapeshift into different modes by scanning enemies to copy their moves—like the new jet mode. not to mention kirby can copy abilities the oldfashioned way too—by inhaling them! after saving the world team up with three friends to defeat foes in team kirby clash an rpgstyled 4player brawl where you choose from varied roles and level them up.""","remaster plz kirby can yet again do no wrong!! ""its a fun game 3"" so part of the thing going into this ""kirby 100% marathon"" was mainly just an excuse to replay planet robobot as i have a lot of connection with it over the years. never did 100% it though since i didn\t get past the final final phase of the true arena and the stickers. but i also just wanted to come back and see if it\s still as good as i remember it being since it has been... a few years i think? i don\t think i\ve touched this since sometime in my last year of high school which uhhhhhhhh.... fucked up. that was around when i got my switch too so i guess that checks out. ""look man. it doesnt matter what aspect of the game you ask me about. its ten out of ten. this is my perfect video game. just go play it"" ""so right after putting out the pretty unremarkable triple deluxe kumazaki binged the entirety of gurren lagann and the entire megaman x series all in one day and burst through hal laboratories doors with a grand idea.""",3600.0,82.0,1000.0,644.0,2450,3DS,2016.0,Action,Nintendo,0.26,0.1,0.44,0.04,0.85
persona 2 eternal punishment,2000-06-29,atlus,4.1,594.0,594.0,adventure rpg,persona 2 eternal punishment is a roleplaying video game developed by atlus and chronologically the third installment in the persona series. eternal punishment takes place in the fictional japanese city of sumaru and is a direct sequel to persona 2 innocent sin. taking place a year after innocent sin the game follows reporter maya amamo as she investigates the joker curse a malign phenomenon where peoples wishes and rumors are coming true and causing chaos. during her investigations she and others who join her gain the ability to summon personas personified aspects of their personalities. the gameplay features turnbased battle gameplay where characters use their personas in battle against demons and a separate rumor system where rumors spread around the city can influence events in the characters favor.,"chorei good story only persona game with all adults for main cast has maya and katsuya in it. gameplay sucks so it can unfortunately only be 3 stars. i wish atlus make games about something again. ""being an adult... its not all bad"" ""didnt play it soundtrack just bumps"" story is pretty good but the gameplay is tiring at best.",1600.0,107.0,2000.0,993.0,5296,PS,2000.0,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35
persona 2 eternal punishment,2000-06-29,atlus,4.1,594.0,594.0,adventure rpg,persona 2 eternal punishment is a roleplaying video game developed by atlus and chronologically the third installment in the persona series. eternal punishment takes place in the fictional japanese city of sumaru and is a direct sequel to persona 2 innocent sin. taking place a year after innocent sin the game follows reporter maya amamo as she investigates the joker curse a malign phenomenon where peoples wishes and rumors are coming true and causing chaos. during her investigations she and others who join her gain the ability to summon personas personified aspects of their personalities. the gameplay features turnbased battle gameplay where characters use their personas in battle against demons and a separate rumor system where rumors spread around the city can influence events in the characters favor.,"chorei good story only persona game with all adults for main cast has maya and katsuya in it. gameplay sucks so it can unfortunately only be 3 stars. i wish atlus make games about something again. ""being an adult... its not all bad"" ""didnt play it soundtrack just bumps"" story is pretty good but the gameplay is tiring at best.",1600.0,107.0,2000.0,993.0,12951,PSP,2012.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
star wars battlefront ii,2017-11-17,ea digital illusions ce electronic arts,3.1,534.0,534.0,adventure shooter,"embark on an endless star wars action experience from the bestselling star wars hd video game franchise of all time. experience rich multiplayer battlegrounds across all 3 eras  prequel classic and new trilogy  or rise as a new hero and discover an emotionally gripping singleplayer story spanning thirty years.
             

              customise and upgrade your heroes starfighters or troopers  each with unique abilities to exploit in battle. ride tauntauns or take control of tanks and speeders. use the force to prove your worth against iconic characters like kylo ren darth maul or han solo as you play a part in a gaming experience inspired by forty years of timeless star wars films.","i forgot i played this game until i saw a friend review it. the coop missions are better than the multiplayer and that just shouldn’t be a sentence i have to write. ""ignoring the loot box and xp progression controversies this is still an incredibly mediocre star wars game that was some of the most awkward shooting and melee mechanics ive seen in a multiplayer game. its basically a worse battlefield game."" ""many attempts at playing battlefront 2 have left me with about the same reaction i had to many dice games postbattlefield 4 which is to say that theres a whole lot of stuff in here that coheres into nothing and at best it can be mindless fun slop and at worst feels like i am being actively lied to about the content and quality of the game"" zamaninda baya hypelanip unutulunca nasil da y4r4ma benziyor insan лучшая игра по зв из тех в которые я играл. после первой части колличество контента в игре просто восторгает. в целом приятный онлайн шутер в отличной вселенной. главное достоинтсво игры  это разнообразие. огромное колличество героев и персонажей из всех эпох зв и каждый со своими механиками. кул! i don’t like implying i could make video game’s better than triple a companies cause that’s a little unfair to the people who worked on it but i could so make a better video game than ea.",7800.0,128.0,826.0,140.0,358,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
star wars battlefront ii,2017-11-17,ea digital illusions ce electronic arts,3.1,534.0,534.0,adventure shooter,"embark on an endless star wars action experience from the bestselling star wars hd video game franchise of all time. experience rich multiplayer battlegrounds across all 3 eras  prequel classic and new trilogy  or rise as a new hero and discover an emotionally gripping singleplayer story spanning thirty years.
             

              customise and upgrade your heroes starfighters or troopers  each with unique abilities to exploit in battle. ride tauntauns or take control of tanks and speeders. use the force to prove your worth against iconic characters like kylo ren darth maul or han solo as you play a part in a gaming experience inspired by forty years of timeless star wars films.","i forgot i played this game until i saw a friend review it. the coop missions are better than the multiplayer and that just shouldn’t be a sentence i have to write. ""ignoring the loot box and xp progression controversies this is still an incredibly mediocre star wars game that was some of the most awkward shooting and melee mechanics ive seen in a multiplayer game. its basically a worse battlefield game."" ""many attempts at playing battlefront 2 have left me with about the same reaction i had to many dice games postbattlefield 4 which is to say that theres a whole lot of stuff in here that coheres into nothing and at best it can be mindless fun slop and at worst feels like i am being actively lied to about the content and quality of the game"" zamaninda baya hypelanip unutulunca nasil da y4r4ma benziyor insan лучшая игра по зв из тех в которые я играл. после первой части колличество контента в игре просто восторгает. в целом приятный онлайн шутер в отличной вселенной. главное достоинтсво игры  это разнообразие. огромное колличество героев и персонажей из всех эпох зв и каждый со своими механиками. кул! i don’t like implying i could make video game’s better than triple a companies cause that’s a little unfair to the people who worked on it but i could so make a better video game than ea.",7800.0,128.0,826.0,140.0,1090,XB,2005.0,Shooter,Activision,1.22,0.39,0.0,0.06,1.67
star wars battlefront ii,2017-11-17,ea digital illusions ce electronic arts,3.1,534.0,534.0,adventure shooter,"embark on an endless star wars action experience from the bestselling star wars hd video game franchise of all time. experience rich multiplayer battlegrounds across all 3 eras  prequel classic and new trilogy  or rise as a new hero and discover an emotionally gripping singleplayer story spanning thirty years.
             

              customise and upgrade your heroes starfighters or troopers  each with unique abilities to exploit in battle. ride tauntauns or take control of tanks and speeders. use the force to prove your worth against iconic characters like kylo ren darth maul or han solo as you play a part in a gaming experience inspired by forty years of timeless star wars films.","i forgot i played this game until i saw a friend review it. the coop missions are better than the multiplayer and that just shouldn’t be a sentence i have to write. ""ignoring the loot box and xp progression controversies this is still an incredibly mediocre star wars game that was some of the most awkward shooting and melee mechanics ive seen in a multiplayer game. its basically a worse battlefield game."" ""many attempts at playing battlefront 2 have left me with about the same reaction i had to many dice games postbattlefield 4 which is to say that theres a whole lot of stuff in here that coheres into nothing and at best it can be mindless fun slop and at worst feels like i am being actively lied to about the content and quality of the game"" zamaninda baya hypelanip unutulunca nasil da y4r4ma benziyor insan лучшая игра по зв из тех в которые я играл. после первой части колличество контента в игре просто восторгает. в целом приятный онлайн шутер в отличной вселенной. главное достоинтсво игры  это разнообразие. огромное колличество героев и персонажей из всех эпох зв и каждый со своими механиками. кул! i don’t like implying i could make video game’s better than triple a companies cause that’s a little unfair to the people who worked on it but i could so make a better video game than ea.",7800.0,128.0,826.0,140.0,1629,PSP,2005.0,Shooter,LucasArts,1.05,0.06,0.01,0.11,1.23
star wars battlefront ii,2017-11-17,ea digital illusions ce electronic arts,3.1,534.0,534.0,adventure shooter,"embark on an endless star wars action experience from the bestselling star wars hd video game franchise of all time. experience rich multiplayer battlegrounds across all 3 eras  prequel classic and new trilogy  or rise as a new hero and discover an emotionally gripping singleplayer story spanning thirty years.
             

              customise and upgrade your heroes starfighters or troopers  each with unique abilities to exploit in battle. ride tauntauns or take control of tanks and speeders. use the force to prove your worth against iconic characters like kylo ren darth maul or han solo as you play a part in a gaming experience inspired by forty years of timeless star wars films.","i forgot i played this game until i saw a friend review it. the coop missions are better than the multiplayer and that just shouldn’t be a sentence i have to write. ""ignoring the loot box and xp progression controversies this is still an incredibly mediocre star wars game that was some of the most awkward shooting and melee mechanics ive seen in a multiplayer game. its basically a worse battlefield game."" ""many attempts at playing battlefront 2 have left me with about the same reaction i had to many dice games postbattlefield 4 which is to say that theres a whole lot of stuff in here that coheres into nothing and at best it can be mindless fun slop and at worst feels like i am being actively lied to about the content and quality of the game"" zamaninda baya hypelanip unutulunca nasil da y4r4ma benziyor insan лучшая игра по зв из тех в которые я играл. после первой части колличество контента в игре просто восторгает. в целом приятный онлайн шутер в отличной вселенной. главное достоинтсво игры  это разнообразие. огромное колличество героев и персонажей из всех эпох зв и каждый со своими механиками. кул! i don’t like implying i could make video game’s better than triple a companies cause that’s a little unfair to the people who worked on it but i could so make a better video game than ea.",7800.0,128.0,826.0,140.0,8188,PC,2005.0,Shooter,LucasArts,0.02,0.13,0.0,0.03,0.18
super paper mario,2007-04-09,nintendo intelligent systems,3.8,688.0,688.0,adventure platform rpg,the newest chapter of the paper mario story isnt just out of this world... its out of this dimension. what at first glance appears to be a 2d sidescroller ripped straight from the stylized pages of the paper mario universe soon turns into a hilarious dimensionshifting platformer possible only on wii.,"vaya viaje. tiene ideas muy extrañas e imaginativas y algunos partos muy graciosos. consigue que le cojas cariño a los personajes a base de metértelos por el gaznate. la experiencia global es muy satisfactoria a posteriori pero el gameplay se sufre a ratos. en suma parece que estuviera diseñado por un sádico cabrón con buenas ideas. ""fuck the haters i dont wanna hear it. this was the first game that made me feel something"" ""i played this game over a decade ago and i can still remember the funny jokes and dialogue. this game is wacky and id be hard pressed to call it a paper mario game but its fun for what it is and frankly one of the most bizarre mario stories there are. i liked it i didnt love it."" really fun game with a lot of personality best part is the lack of backtracking. would have been a 9 if the rpg aspects were more fleshed out but still fun and unique. ""best paper mario. i love these silly little characters and soundtrack. the hub worlds design altered my brain chemistry as a young lad.""",6200.0,76.0,1500.0,572.0,330,Wii,2007.0,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76
star wars battlefront ii,2005-10-31,pandemic studios lucasarts,4.0,650.0,650.0,shooter,"star wars battlefront ii is the sequel to star wars battlefront. it is a highselling star wars video game following the many adventures of several characters. the two games are very similar as both revolve around troopers from various factions fighting in different locales. battlefront ii however includes elements and missions from star wars episode iii revenge of the sith as well as enhanced aspects of gameplay including space combat and the ability to play as jedi characters or other heroes.
             

              with brand new space combat playable jedi characters and over 16 all new battlefronts star wars battlefront ii gives you more ways than ever before to play the classic star wars battles any way you want.","there is actually zero depth to anything in this game. a lot of us probably only really played heroes vs villains on mos eisley but that was enough. pew pew! ""what i remember of this game tells me that i was way into it way back when. i havent played it in ages though so maybe i wouldnt like it now."" the real battlefront ii played it all the time on ps2 and now i play it on pc. still has that nostalgic feeling.",7700.0,35.0,520.0,189.0,358,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
